Industry,Education,Sex,Age,Item,UNIT,2002 Year,2003 Year,2004 Year,2005 Year,2006 Year,2007 Year,2008 Year
13,High shcool,Female,60 years old and over,Employment,Persons,267,201,164,768,755,576,909
13,Jonior college,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
13,Jonior college,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
13,Jonior college,Male,19 years old and less,Employment,Persons,,,,,,,-
13,Jonior college,Male,20 ~ 24,Total hours worked,Hours,174.8,198.8,177.4,184.6,157.4,176.3,162.9
13,Jonior college,Male,20 ~ 24,Monthly Total wage,Won,949260,974362,955432,1374590,938881,1337903,1471616
13,Jonior college,Male,20 ~ 24,Employment,Persons,751,756,968,542,641,922,435
13,Jonior college,Male,25 ~ 29,Total hours worked,Hours,181.1,191.2,185.3,190.3,186.1,170.2,179
13,Jonior college,Male,25 ~ 29,Monthly Total wage,Won,1086636,1181800,1444676,1330854,1408381,1293415,1463019
13,Jonior college,Male,25 ~ 29,Employment,Persons,3121,2196,1837,1243,1410,1484,1950
13,Jonior college,Male,30 ~ 34,Total hours worked,Hours,187.7,190.7,192.3,200.5,174.5,164.6,168.7
13,Jonior college,Male,30 ~ 34,Monthly Total wage,Won,1471901,1435812,1553902,1593373,1620129,1819571,1965881
13,Jonior college,Male,30 ~ 34,Employment,Persons,2305,2022,2494,2124,2861,1289,1718
13,Jonior college,Male,35 ~ 39,Total hours worked,Hours,183.8,191.4,193.5,205.3,185,190.6,183.1
13,Jonior college,Male,35 ~ 39,Monthly Total wage,Won,1780206,1781822,1833433,1863327,1856785,2243955,2215816
13,Jonior college,Male,35 ~ 39,Employment,Persons,1616,1002,1468,1676,1514,1400,2450
13,Jonior college,Male,40 ~ 44,Total hours worked,Hours,181.4,178.9,197.6,202.7,173.7,181.8,171.3
13,Jonior college,Male,40 ~ 44,Monthly Total wage,Won,2063910,1922851,1858363,1998766,2414952,2366268,2507041
13,Jonior college,Male,40 ~ 44,Employment,Persons,1044,1291,1749,1285,943,840,1344
13,Jonior college,Male,45 ~ 49,Total hours worked,Hours,181.7,171.4,214.6,180.1,183,170.7,171.4
13,Jonior college,Male,45 ~ 49,Monthly Total wage,Won,2303037,2206003,2220727,2726276,2422904,2768974,3212906
13,Jonior college,Male,45 ~ 49,Employment,Persons,531,787,1130,732,1379,845,1172
13,Jonior college,Male,50 ~ 54,Total hours worked,Hours,231.2,183.6,165.2,186.9,165.7,180.1,181.6
13,Jonior college,Male,50 ~ 54,Monthly Total wage,Won,2141603,2921592,2278560,2433393,2524887,3226197,3775723
13,Jonior college,Male,50 ~ 54,Employment,Persons,386,240,459,540,645,568,706
13,Jonior college,Male,55 ~ 59,Total hours worked,Hours,173.8,165.3,202.6,168.5,158.8,236.9,171.2
13,Jonior college,Male,55 ~ 59,Monthly Total wage,Won,3167625,1538623,1811080,2643218,2120368,2689516,3295098
13,Jonior college,Male,55 ~ 59,Employment,Persons,222,642,575,262,666,332,404
13,Jonior college,Male,60 years old and over,Total hours worked,Hours,184,170,225.8,204.1,204.6,197.3,188.7
13,Jonior college,Male,60 years old and over,Monthly Total wage,Won,1422491,1624000,1450866,1290086,1509111,1131941,2478712
13,Jonior college,Male,60 years old and over,Employment,Persons,155,59,202,290,171,440,412
13,Jonior college,Female,19 years old and less,Total hours worked,Hours,,,,168,,180,-
13,Jonior college,Female,19 years old and less,Monthly Total wage,Won,,,,961236,,834642,-
13,Jonior college,Female,19 years old and less,Employment,Persons,,,,72,,85,-
13,Jonior college,Female,20 ~ 24,Total hours worked,Hours,178,175.5,184.3,187,182.4,178.6,172.2
13,Jonior college,Female,20 ~ 24,Monthly Total wage,Won,873035,959047,1014196,1120856,1198035,1204501,1319038
13,Jonior college,Female,20 ~ 24,Employment,Persons,21802,21722,18468,12773,15144,16407,12854
13,Jonior college,Female,25 ~ 29,Total hours worked,Hours,178.4,174.7,191,180.8,182.3,176.6,176.4
13,Jonior college,Female,25 ~ 29,Monthly Total wage,Won,1007435,1170724,1177170,1194935,1300102,1346282,1467510
13,Jonior college,Female,25 ~ 29,Employment,Persons,11594,13886,12224,11759,16126,17388,13869
13,Jonior college,Female,30 ~ 34,Total hours worked,Hours,178.9,175.7,206,180.9,182.5,169.2,177.3
13,Jonior college,Female,30 ~ 34,Monthly Total wage,Won,1222055,1295172,1334074,1400628,1395013,1435927,1575274
13,Jonior college,Female,30 ~ 34,Employment,Persons,3495,3303,3529,3839,6284,7087,7410
13,Jonior college,Female,35 ~ 39,Total hours worked,Hours,176.7,174.3,191,185.3,183.3,174.3,178.6
13,Jonior college,Female,35 ~ 39,Monthly Total wage,Won,1236335,1503651,1397021,1518231,1630766,1445146,1616063
13,Jonior college,Female,35 ~ 39,Employment,Persons,1211,2054,1819,2458,2442,3868,4186
13,Jonior college,Female,40 ~ 44,Total hours worked,Hours,179.3,190.6,176.3,174,178.3,169.1,175
13,Jonior college,Female,40 ~ 44,Monthly Total wage,Won,1652905,1950029,1515996,1797763,1480568,1324543,1844018
13,Jonior college,Female,40 ~ 44,Employment,Persons,1371,1616,1128,1255,1569,2339,1951
13,Jonior college,Female,45 ~ 49,Total hours worked,Hours,159.2,174.8,197.5,162.4,178.2,173.4,180
13,Jonior college,Female,45 ~ 49,Monthly Total wage,Won,1589456,2890813,2037723,1774063,1566633,2041842,2012024
13,Jonior college,Female,45 ~ 49,Employment,Persons,269,193,596,493,781,898,925
13,Jonior college,Female,50 ~ 54,Total hours worked,Hours,177.3,164,190.1,159.3,180.1,173.9,175.8
13,Jonior college,Female,50 ~ 54,Monthly Total wage,Won,1891645,2097812,3154952,1226809,1453595,1975933,1636424
13,Jonior college,Female,50 ~ 54,Employment,Persons,155,324,231,283,509,366,811
13,Jonior college,Female,55 ~ 59,Total hours worked,Hours,,190.9,192,168,133.4,114.3,171.7
13,Jonior college,Female,55 ~ 59,Monthly Total wage,Won,,1871130,1553000,2761000,959036,3176564,2421853
13,Jonior college,Female,55 ~ 59,Employment,Persons,,115,132,8,252,62,350
13,Jonior college,Female,60 years old and over,Total hours worked,Hours,,176,,204.8,140.7,155,169.1
13,Jonior college,Female,60 years old and over,Monthly Total wage,Won,,1712000,,1525919,1486751,1956160,2961844
13,Jonior college,Female,60 years old and over,Employment,Persons,,127,,260,446,256,219
13,College and university and over,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
13,College and university and over,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
13,College and university and over,Male,19 years old and less,Employment,Persons,,,,,,,-
13,College and university and over,Male,20 ~ 24,Total hours worked,Hours,202.6,174.5,161.7,177.7,165.5,159,157.8
13,College and university and over,Male,20 ~ 24,Monthly Total wage,Won,1050035,940663,1485068,1179163,1421020,1718528,2027161
13,College and university and over,Male,20 ~ 24,Employment,Persons,546,493,398,609,1728,1573,1889
13,College and university and over,Male,25 ~ 29,Total hours worked,Hours,172.9,179.4,177,176.9,169.4,165.5,167.2
13,College and university and over,Male,25 ~ 29,Monthly Total wage,Won,1309566,1392674,1367127,1529038,1593988,1698684,1884599
13,College and university and over,Male,25 ~ 29,Employment,Persons,10152,9786,9887,10859,10249,10678,14363
13,College and university and over,Male,30 ~ 34,Total hours worked,Hours,175.9,179.6,181.9,171.9,169.6,165.4,157.2
13,College and university and over,Male,30 ~ 34,Monthly Total wage,Won,1588883,1667038,1760070,1884157,1996012,2123959,2406683
13,College and university and over,Male,30 ~ 34,Employment,Persons,18000,17095,16898,17809,17934,17298,18463
13,College and university and over,Male,35 ~ 39,Total hours worked,Hours,176.7,182.3,183.7,168.8,173.5,164.2,157.8
13,College and university and over,Male,35 ~ 39,Monthly Total wage,Won,1996544,2145959,2206879,2351539,2570333,2752964,3096133
13,College and university and over,Male,35 ~ 39,Employment,Persons,23098,20559,20029,21698,19320,22129,22408
13,College and university and over,Male,40 ~ 44,Total hours worked,Hours,174.1,179.1,183.4,173.4,173.5,170.5,160.2
13,College and university and over,Male,40 ~ 44,Monthly Total wage,Won,2229707,2388394,2562550,2847561,3029213,3402814,3632107
13,College and university and over,Male,40 ~ 44,Employment,Persons,30879,32161,28785,29048,30337,26828,24130
13,College and university and over,Male,45 ~ 49,Total hours worked,Hours,171.4,176.1,183.5,172.5,177.5,168.2,166.9
13,College and university and over,Male,45 ~ 49,Monthly Total wage,Won,2527498,2774369,2927931,3103142,3500539,3838813,4009929
13,College and university and over,Male,45 ~ 49,Employment,Persons,23499,24234,25338,28701,29737,31174,33266
13,College and university and over,Male,50 ~ 54,Total hours worked,Hours,172.5,177.4,185.8,175.9,176.4,166.7,165.1
13,College and university and over,Male,50 ~ 54,Monthly Total wage,Won,2755020,3132134,3238620,3394138,3844906,4279170,4518972
13,College and university and over,Male,50 ~ 54,Employment,Persons,14214,14193,14888,16456,19715,22077,24341
13,College and university and over,Male,55 ~ 59,Total hours worked,Hours,174.6,173.6,187.5,174.6,177.2,168.2,164.4
13,College and university and over,Male,55 ~ 59,Monthly Total wage,Won,2966143,3329023,3399847,3821097,4043610,4514500,4766816
13,College and university and over,Male,55 ~ 59,Employment,Persons,10800,9563,9369,9797,11262,12268,13151
13,College and university and over,Male,60 years old and over,Total hours worked,Hours,165.3,173.1,170.2,165.4,175.8,161.5,156.3
13,College and university and over,Male,60 years old and over,Monthly Total wage,Won,3054799,3375861,3428222,3435281,4239636,4468873,4590469
13,College and university and over,Male,60 years old and over,Employment,Persons,4345,6057,6163,6719,6685,8107,7528
13,College and university and over,Female,19 years old and less,Total hours worked,Hours,,,,,,,-
13,College and university and over,Female,19 years old and less,Monthly Total wage,Won,,,,,,,-
13,College and university and over,Female,19 years old and less,Employment,Persons,,,,,,,-
13,College and university and over,Female,20 ~ 24,Total hours worked,Hours,172.4,173.9,190.9,184.5,170.7,167.4,166.1
13,College and university and over,Female,20 ~ 24,Monthly Total wage,Won,1195690,1158862,1304164,1218987,1329640,1409519,1466630
13,College and university and over,Female,20 ~ 24,Employment,Persons,12157,11630,10278,11917,12473,13136,14042
13,College and university and over,Female,25 ~ 29,Total hours worked,Hours,165.6,175.1,182.5,175.9,165.5,167.1,162
13,College and university and over,Female,25 ~ 29,Monthly Total wage,Won,1274250,1319922,1414732,1497324,1589181,1639992,1747664
13,College and university and over,Female,25 ~ 29,Employment,Persons,21824,20915,20295,25106,33739,29208,35610
13,College and university and over,Female,30 ~ 34,Total hours worked,Hours,171.6,173.5,179.9,173.5,170,161.1,160.5
13,College and university and over,Female,30 ~ 34,Monthly Total wage,Won,1641543,1723160,1677022,1792627,1955887,1954390,2116131
13,College and university and over,Female,30 ~ 34,Employment,Persons,13732,12694,13799,18076,19627,18128,20770
13,College and university and over,Female,35 ~ 39,Total hours worked,Hours,175.5,177.3,183.2,167,168.1,166.1,152.4
13,College and university and over,Female,35 ~ 39,Monthly Total wage,Won,1956348,2005422,2106358,2135415,2355027,2476174,2429920
13,College and university and over,Female,35 ~ 39,Employment,Persons,13175,14101,12514,14857,14184,14873,18084
13,College and university and over,Female,40 ~ 44,Total hours worked,Hours,172.7,175.7,179.5,172.7,169.5,164.7,155.4
13,College and university and over,Female,40 ~ 44,Monthly Total wage,Won,2169589,2346007,2370913,2514463,2774825,3100960,2984097
13,College and university and over,Female,40 ~ 44,Employment,Persons,9929,10274,12545,12005,13172,11797,13048
13,College and university and over,Female,45 ~ 49,Total hours worked,Hours,172.3,176.9,183.1,170.8,177.5,169.6,157.8
13,College and university and over,Female,45 ~ 49,Monthly Total wage,Won,2334353,2743238,2737696,3054731,3479173,3715710,3369998
13,College and university and over,Female,45 ~ 49,Employment,Persons,6302,6201,6345,8765,7868,9181,10523
13,College and university and over,Female,50 ~ 54,Total hours worked,Hours,173.5,172.8,182.2,169.9,176.3,166.3,161.9
13,College and university and over,Female,50 ~ 54,Monthly Total wage,Won,2556336,2773129,2866380,3249291,3809883,4080004,3784445
13,College and university and over,Female,50 ~ 54,Employment,Persons,2785,3277,4540,3513,4638,5009,5768
13,College and university and over,Female,55 ~ 59,Total hours worked,Hours,166.8,175.6,178.8,158.3,175.6,165.8,156.1
13,College and university and over,Female,55 ~ 59,Monthly Total wage,Won,3353287,3559386,3426291,3948527,3694425,4184981,4236424
13,College and university and over,Female,55 ~ 59,Employment,Persons,1249,1379,1917,1278,2037,1996,2475
13,College and university and over,Female,60 years old and over,Total hours worked,Hours,161.4,167.9,188.7,170.5,171.2,159.5,166.9
13,College and university and over,Female,60 years old and over,Monthly Total wage,Won,2984783,3584991,3808781,4021437,4688742,5006856,4481435
13,College and university and over,Female,60 years old and over,Employment,Persons,612,577,899,1151,1110,758,1523
14,Under middle shcool,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
14,Under middle shcool,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
14,Under middle shcool,Male,19 years old and less,Employment,Persons,,,,,,,-
14,Under middle shcool,Male,20 ~ 24,Total hours worked,Hours,,238.2,192,210,168.3,,190.6
14,Under middle shcool,Male,20 ~ 24,Monthly Total wage,Won,,1067889,1188000,861000,721000,,1370551
14,Under middle shcool,Male,20 ~ 24,Employment,Persons,,27,8,24,60,,29
14,Under middle shcool,Male,25 ~ 29,Total hours worked,Hours,178,204,192,199.1,225.7,209,195.5
14,Under middle shcool,Male,25 ~ 29,Monthly Total wage,Won,1544000,828000,937167,1023323,1160111,2070689,1187966
14,Under middle shcool,Male,25 ~ 29,Employment,Persons,29,6,42,257,36,32,49
14,Under middle shcool,Male,30 ~ 34,Total hours worked,Hours,215.1,,176.2,218.2,296,229,185.4
14,Under middle shcool,Male,30 ~ 34,Monthly Total wage,Won,1403355,,2056313,1637960,1256000,2106868,1432027
14,Under middle shcool,Male,30 ~ 34,Employment,Persons,54,,83,150,30,5,25
14,Under middle shcool,Male,35 ~ 39,Total hours worked,Hours,193,190.5,205.2,203,208.8,193.5,200.2
14,Under middle shcool,Male,35 ~ 39,Monthly Total wage,Won,1394550,1289250,2197798,1809402,1246184,1948422,1662084
14,Under middle shcool,Male,35 ~ 39,Employment,Persons,228,180,183,311,114,168,75
14,Under middle shcool,Male,40 ~ 44,Total hours worked,Hours,208.2,200.7,226.2,187.4,190.3,146.6,187.3
14,Under middle shcool,Male,40 ~ 44,Monthly Total wage,Won,1479238,1582673,1519881,1770385,2126944,1726395,2023546
14,Under middle shcool,Male,40 ~ 44,Employment,Persons,450,612,413,312,251,379,174
14,Under middle shcool,Male,45 ~ 49,Total hours worked,Hours,192.9,248.6,212,203.2,196.1,173.1,185.6
14,Under middle shcool,Male,45 ~ 49,Monthly Total wage,Won,1542166,1275935,1676422,1831303,2551040,1905165,1882142
14,Under middle shcool,Male,45 ~ 49,Employment,Persons,651,325,702,571,828,544,477
14,Under middle shcool,Male,50 ~ 54,Total hours worked,Hours,200.8,197.3,195.8,198.1,197.5,183,189.9
14,Under middle shcool,Male,50 ~ 54,Monthly Total wage,Won,1504280,1498734,1361405,1793622,2020073,2053357,2234693
14,Under middle shcool,Male,50 ~ 54,Employment,Persons,692,508,644,859,1286,632,809
14,Under middle shcool,Male,55 ~ 59,Total hours worked,Hours,224.7,211.9,210.5,206.8,170.6,184.1,174.9
14,Under middle shcool,Male,55 ~ 59,Monthly Total wage,Won,1658585,1533572,1490192,1674373,1668310,1723937,1777623
14,Under middle shcool,Male,55 ~ 59,Employment,Persons,711,806,641,1170,1237,950,896
14,Under middle shcool,Male,60 years old and over,Total hours worked,Hours,189.1,220.9,213.8,209.7,222,191.5,188.8
14,Under middle shcool,Male,60 years old and over,Monthly Total wage,Won,1231761,1093166,1240552,1178791,1042710,1143273,1095641
14,Under middle shcool,Male,60 years old and over,Employment,Persons,459,857,906,1590,782,801,902
14,Under middle shcool,Female,19 years old and less,Total hours worked,Hours,,,,184,,,181.3
14,Under middle shcool,Female,19 years old and less,Monthly Total wage,Won,,,,828000,,,1144542
14,Under middle shcool,Female,19 years old and less,Employment,Persons,,,,8,,,16
14,Under middle shcool,Female,20 ~ 24,Total hours worked,Hours,,184,274.7,219.1,211.3,274,166.3
14,Under middle shcool,Female,20 ~ 24,Monthly Total wage,Won,,971000,1217200,974965,947553,1529000,1120105
14,Under middle shcool,Female,20 ~ 24,Employment,Persons,,23,50,172,190,52,56
14,Under middle shcool,Female,25 ~ 29,Total hours worked,Hours,,188.2,205.5,198.2,200,270.5,206.6
14,Under middle shcool,Female,25 ~ 29,Monthly Total wage,Won,,896475,1282587,1224222,1110500,2250125,1160441
14,Under middle shcool,Female,25 ~ 29,Employment,Persons,,217,46,36,22,64,63
14,Under middle shcool,Female,30 ~ 34,Total hours worked,Hours,179.7,185.4,197.7,203.4,191,209,184.3
14,Under middle shcool,Female,30 ~ 34,Monthly Total wage,Won,1460920,1015394,1265462,1210979,1397000,2028257,1167686
14,Under middle shcool,Female,30 ~ 34,Employment,Persons,63,203,39,47,110,31,38
14,Under middle shcool,Female,35 ~ 39,Total hours worked,Hours,188.6,202,230.5,192.1,225.1,196.7,187.6
14,Under middle shcool,Female,35 ~ 39,Monthly Total wage,Won,1097501,1326676,977376,1057822,1111610,1355336,1153867
14,Under middle shcool,Female,35 ~ 39,Employment,Persons,124,244,258,213,195,197,180
14,Under middle shcool,Female,40 ~ 44,Total hours worked,Hours,198.5,198.5,210.6,198.4,212.2,203.7,199.2
14,Under middle shcool,Female,40 ~ 44,Monthly Total wage,Won,1025097,983159,1059370,1130542,1289070,1341787,1280250
14,Under middle shcool,Female,40 ~ 44,Employment,Persons,1450,1322,1282,1188,890,796,772
14,Under middle shcool,Female,45 ~ 49,Total hours worked,Hours,211,208.3,220.2,196.9,212.4,203.1,197.4
14,Under middle shcool,Female,45 ~ 49,Monthly Total wage,Won,1057428,1072474,1102584,1095076,1332740,1431663,1242655
14,Under middle shcool,Female,45 ~ 49,Employment,Persons,2844,2291,3447,2361,3075,2819,2966
14,Under middle shcool,Female,50 ~ 54,Total hours worked,Hours,209.1,205.3,216.6,205.9,208.9,203.1,198.5
14,Under middle shcool,Female,50 ~ 54,Monthly Total wage,Won,1055972,1038218,1146348,1116265,1257275,1483591,1310503
14,Under middle shcool,Female,50 ~ 54,Employment,Persons,2497,3085,3235,3372,3890,3783,4276
14,Under middle shcool,Female,55 ~ 59,Total hours worked,Hours,196.3,203.4,208.4,203.7,198.9,185.4,200.6
14,Under middle shcool,Female,55 ~ 59,Monthly Total wage,Won,946695,1049966,932585,1054097,1102831,1177154,1143657
14,Under middle shcool,Female,55 ~ 59,Employment,Persons,2450,1808,2361,2751,2694,3270,3542
14,Under middle shcool,Female,60 years old and over,Total hours worked,Hours,199.5,206.8,205.6,200.1,189.3,180.5,191.5
14,Under middle shcool,Female,60 years old and over,Monthly Total wage,Won,851681,870749,909055,990444,931382,994052,943380
14,Under middle shcool,Female,60 years old and over,Employment,Persons,1776,1836,2593,2926,2639,2536,3154
14,High shcool,Male,19 years old and less,Total hours worked,Hours,237.6,183,194,180.6,206.4,155.9,151.9
14,High shcool,Male,19 years old and less,Monthly Total wage,Won,868219,903000,1134000,1125400,980121,754353,595076
14,High shcool,Male,19 years old and less,Employment,Persons,144,164,23,55,199,51,205
14,High shcool,Male,20 ~ 24,Total hours worked,Hours,173.7,270.7,238.2,192.2,209.3,187.3,195.4
14,High shcool,Male,20 ~ 24,Monthly Total wage,Won,928471,1421088,1189337,1271578,1255344,1197413,1215669
14,High shcool,Male,20 ~ 24,Employment,Persons,697,668,1637,1575,1667,908,984
14,High shcool,Male,25 ~ 29,Total hours worked,Hours,207.5,207.5,209.2,203.8,203.7,189.5,196.7
14,High shcool,Male,25 ~ 29,Monthly Total wage,Won,1118307,1264711,1339183,1398167,1522538,1390491,1406376
14,High shcool,Male,25 ~ 29,Employment,Persons,2748,1979,2586,2475,2493,2241,2246
14,High shcool,Male,30 ~ 34,Total hours worked,Hours,207.6,204.2,206.1,205.6,203.8,203.7,192.8
14,High shcool,Male,30 ~ 34,Monthly Total wage,Won,1309751,1539326,1575934,1618473,1817959,1711362,1789813
14,High shcool,Male,30 ~ 34,Employment,Persons,3390,2997,4132,3414,3407,1848,2609
14,High shcool,Male,35 ~ 39,Total hours worked,Hours,193.7,193.5,209.2,197.5,197.5,203.8,189
14,High shcool,Male,35 ~ 39,Monthly Total wage,Won,1382876,1539070,1684116,1878362,1919553,1831727,1935856
14,High shcool,Male,35 ~ 39,Employment,Persons,3279,3419,3604,3844,3965,3482,3430
14,High shcool,Male,40 ~ 44,Total hours worked,Hours,211.1,204.9,207.9,194.9,198.7,203,189
14,High shcool,Male,40 ~ 44,Monthly Total wage,Won,1677848,1602321,1785580,2022388,2247063,1927266,2055583
14,High shcool,Male,40 ~ 44,Employment,Persons,3917,3182,3422,3329,2430,2097,2694
14,High shcool,Male,45 ~ 49,Total hours worked,Hours,205.2,209.1,211.3,196.5,205.7,206.9,188.6
14,High shcool,Male,45 ~ 49,Monthly Total wage,Won,1776646,1626369,1955479,1939983,2180942,1999317,2135068
14,High shcool,Male,45 ~ 49,Employment,Persons,2776,2532,2975,4307,4323,3191,3455
14,High shcool,Male,50 ~ 54,Total hours worked,Hours,198.3,198.7,214.7,204,201.5,211.1,189.9
14,High shcool,Male,50 ~ 54,Monthly Total wage,Won,1606804,1499277,1554172,1944440,2070999,1823840,2167308
14,High shcool,Male,50 ~ 54,Employment,Persons,3512,3152,3686,2334,2906,2881,3134
14,High shcool,Male,55 ~ 59,Total hours worked,Hours,209.3,217,209.5,196.2,191,216.7,186.8
14,High shcool,Male,55 ~ 59,Monthly Total wage,Won,1570591,1713174,1730865,1680614,1729201,1686207,1881419
14,High shcool,Male,55 ~ 59,Employment,Persons,1923,1731,2232,1882,3080,2280,2132
14,High shcool,Male,60 years old and over,Total hours worked,Hours,230.2,212.7,206.2,215.6,196,253.1,190.1
14,High shcool,Male,60 years old and over,Monthly Total wage,Won,1105740,1565203,1191093,1439508,1350307,1410603,1398497
14,High shcool,Male,60 years old and over,Employment,Persons,1708,1781,1693,1257,1737,1508,1736
14,High shcool,Female,19 years old and less,Total hours worked,Hours,208.4,205.8,210,192.6,198.2,192.7,187.6
14,High shcool,Female,19 years old and less,Monthly Total wage,Won,763765,796278,1010410,940308,953516,926948,1036301
14,High shcool,Female,19 years old and less,Employment,Persons,1593,1917,1910,1059,1771,758,571
14,High shcool,Female,20 ~ 24,Total hours worked,Hours,196.7,201.3,208.8,199.2,198.6,194.1,191.5
14,High shcool,Female,20 ~ 24,Monthly Total wage,Won,863128,935345,1024834,1022923,1071637,1121059,1125522
14,High shcool,Female,20 ~ 24,Employment,Persons,15823,18916,13435,14573,12921,12062,12113
14,High shcool,Female,25 ~ 29,Total hours worked,Hours,195.4,196.4,206.8,195.8,198,197.9,191.5
14,High shcool,Female,25 ~ 29,Monthly Total wage,Won,950008,1083276,1207649,1250551,1209427,1289448,1270762
14,High shcool,Female,25 ~ 29,Employment,Persons,13987,14418,13196,12200,14779,16308,15595
14,High shcool,Female,30 ~ 34,Total hours worked,Hours,188.1,196.4,200.7,192.4,195,194,186.3
14,High shcool,Female,30 ~ 34,Monthly Total wage,Won,1136903,1185090,1447138,1324980,1438862,1462464,1447798
14,High shcool,Female,30 ~ 34,Employment,Persons,7428,8570,9535,8911,9493,11148,10397
14,High shcool,Female,35 ~ 39,Total hours worked,Hours,191.2,196,206.2,199,202.6,189.3,188.3
14,High shcool,Female,35 ~ 39,Monthly Total wage,Won,1177684,1257412,1392643,1291389,1656728,1394474,1464591
14,High shcool,Female,35 ~ 39,Employment,Persons,6903,5702,7229,8725,9341,10214,11045
14,High shcool,Female,40 ~ 44,Total hours worked,Hours,195.7,215.9,210.6,195.3,199.2,192.1,187.7
14,High shcool,Female,40 ~ 44,Monthly Total wage,Won,1114127,1153423,1309281,1303904,1447722,1336512,1460776
14,High shcool,Female,40 ~ 44,Employment,Persons,4414,4802,6525,8728,9176,8256,10945
14,High shcool,Female,45 ~ 49,Total hours worked,Hours,196.7,201.6,204.1,200.5,211.6,198.6,194.4
14,High shcool,Female,45 ~ 49,Monthly Total wage,Won,1104382,1223085,1271707,1175574,1329171,1449044,1432275
14,High shcool,Female,45 ~ 49,Employment,Persons,3897,3780,5340,8079,7087,7437,9942
14,High shcool,Female,50 ~ 54,Total hours worked,Hours,205.4,212.4,208.6,219.9,214.5,195.4,196.2
14,High shcool,Female,50 ~ 54,Monthly Total wage,Won,1128245,1131575,1166976,1259298,1350033,1360209,1348538
14,High shcool,Female,50 ~ 54,Employment,Persons,2108,2484,3298,3650,5070,4666,6653
14,High shcool,Female,55 ~ 59,Total hours worked,Hours,195,198.6,216.9,219.1,201.7,203.3,193.3
14,High shcool,Female,55 ~ 59,Monthly Total wage,Won,1272131,1263910,1285524,1280688,1283614,1203785,1278181
14,High shcool,Female,55 ~ 59,Employment,Persons,1166,1765,1481,2324,2175,2324,3264
14,High shcool,Female,60 years old and over,Total hours worked,Hours,199.8,190.7,193,183,193.1,198.5,178.6
14,High shcool,Female,60 years old and over,Monthly Total wage,Won,1293542,1279531,1301383,1133381,1139232,1501448,1138781
14,High shcool,Female,60 years old and over,Employment,Persons,1166,1657,1623,1581,1368,869,2393
14,Jonior college,Male,19 years old and less,Total hours worked,Hours,,,,264,,,-
14,Jonior college,Male,19 years old and less,Monthly Total wage,Won,,,,1559000,,,-
14,Jonior college,Male,19 years old and less,Employment,Persons,,,,11,,,-
14,Jonior college,Male,20 ~ 24,Total hours worked,Hours,189.9,195.6,199.7,213.4,193.3,214.7,184.6
14,Jonior college,Male,20 ~ 24,Monthly Total wage,Won,989311,1102238,1159996,1366862,1268096,1397263,1399831
14,Jonior college,Male,20 ~ 24,Employment,Persons,903,1280,1034,2087,1259,2271,1794
14,Jonior college,Male,25 ~ 29,Total hours worked,Hours,198.5,205.1,208.9,198.4,201.8,188.4,191.6
14,Jonior college,Male,25 ~ 29,Monthly Total wage,Won,1333350,1354389,1365814,1612598,1497643,1543039,1663596
14,Jonior college,Male,25 ~ 29,Employment,Persons,4878,6065,5685,6651,7708,9022,8557
14,Jonior college,Male,30 ~ 34,Total hours worked,Hours,192.5,199.5,205.7,198.5,200.2,190.5,191.5
14,Jonior college,Male,30 ~ 34,Monthly Total wage,Won,1417017,1486323,1676333,1936244,1896770,1906261,1976841
14,Jonior college,Male,30 ~ 34,Employment,Persons,4617,5536,6100,6944,7769,6978,8436
14,Jonior college,Male,35 ~ 39,Total hours worked,Hours,190.9,188.4,207.3,193,195.7,185.2,191.2
14,Jonior college,Male,35 ~ 39,Monthly Total wage,Won,1551717,1837389,2045277,2232750,2391847,2156884,2261681
14,Jonior college,Male,35 ~ 39,Employment,Persons,3609,3871,3844,5367,5724,6155,7748
14,Jonior college,Male,40 ~ 44,Total hours worked,Hours,191.2,192.3,202.9,192.5,199.2,191.6,184.7
14,Jonior college,Male,40 ~ 44,Monthly Total wage,Won,1807747,1797886,2184442,2430779,2493100,2574054,2457882
14,Jonior college,Male,40 ~ 44,Employment,Persons,2350,2710,1730,3568,3879,3774,4630
14,Jonior college,Male,45 ~ 49,Total hours worked,Hours,210.1,199.1,201.1,184.6,189.5,204.4,184.2
14,Jonior college,Male,45 ~ 49,Monthly Total wage,Won,1773986,2021257,2302939,2501166,2803798,1915267,2674285
14,Jonior college,Male,45 ~ 49,Employment,Persons,1622,1010,1537,1723,2193,2955,3222
14,Jonior college,Male,50 ~ 54,Total hours worked,Hours,182.9,185.3,194.9,190.1,188.4,183.2,183.4
14,Jonior college,Male,50 ~ 54,Monthly Total wage,Won,1797048,1717252,2014560,2617709,3007346,2242526,2816154
14,Jonior college,Male,50 ~ 54,Employment,Persons,491,801,791,587,713,937,1714
14,Jonior college,Male,55 ~ 59,Total hours worked,Hours,206.1,179.2,196.1,203,179.5,206.7,177.2
14,Jonior college,Male,55 ~ 59,Monthly Total wage,Won,1799554,2371792,1827036,2183987,2321256,1837821,2671962
